Theodora,Blake,GProgramming,Lyon,M2,Theodora.Blake@ican-school.com
Nadine,Lane,GArt,Lyon,2A,Nadine.Lane@ican-school.com
Tierney,Voletta,GProgramming,Lyon,M2,Tierney.Voletta@ican-school.com
Sherrie,Hutchison,Narrative Design,Lyon,1A,Sherrie.Hutchison@ican-school.com
Oralee,Erskine,GArt,Lyon,1A,Oralee.Erskine@ican-school.com
Emelina,Vacuva,GProgramming,Lyon,2A,Emelina.Vacuva@ican-school.com
Madeleine,Arley,GDesign,Lyon,2A,Madeleine.Arley@ican-school.com
Max,Loleta,GProgramming,Lyon,M1,Max.Loleta@ican-school.com
Norine,Celestine,Concept Art,Lyon,1A,Norine.Celestine@ican-school.com
Lyssa,Yoko,GDesign,Lyon,M1,Lyssa.Yoko@ican-school.com
Jillayne,Kare,Narrative Design,Lyon,2A,Jillayne.Kare@ican-school.com
Kerrin,Meli,Animation,Lyon,3A,Kerrin.Meli@ican-school.com
Suzette,Aurelio,Animation,Lyon,M2,Suzette.Aurelio@ican-school.com
Noelle,Sheng,Animation,Lyon,2A,Noelle.Sheng@ican-school.com
Rosabelle,Abernon,Animation,Lyon,2A,Rosabelle.Abernon@ican-school.com
Gerianna,Orlene,Communication,Lyon,M2,Gerianna.Orlene@ican-school.com
Rosabelle,Knowling,Animation,Lyon,3A,Rosabelle.Knowling@ican-school.com
Alex,Rad,GProgramming,Lyon,1A,Alex.Rad@ican-school.com
Michaelina,Maiah,Narrative Design,Lyon,M1,Michaelina.Maiah@ican-school.com
Dyann,Emmaline,Animation,Lyon,1A,Dyann.Emmaline@ican-school.com
Correy,O'Rourke,GArt,Lyon,2A,Correy.O'Rourke@ican-school.com
Kittie,Fennessy,Narrative Design,Lyon,1A,Kittie.Fennessy@ican-school.com
Viki,Maroney,Concept Art,Lyon,M2,Viki.Maroney@ican-school.com
Tina,Gregrory,GProgramming,Lyon,1A,Tina.Gregrory@ican-school.com
Alejandra,Leonard,Concept Art,Lyon,2A,Alejandra.Leonard@ican-school.com
Riannon,Alabaster,Communication,Lyon,2A,Riannon.Alabaster@ican-school.com
Renae,Leary,GProgramming,Lyon,1A,Renae.Leary@ican-school.com
Pollyanna,Pond,GArt,Lyon,2A,Pollyanna.Pond@ican-school.com
Pearline,Turne,GProgramming,Lyon,1A,Pearline.Turne@ican-school.com
Joy,Llovera,Narrative Design,Lyon,3A,Joy.Llovera@ican-school.com
Mady,Han,Communication,Lyon,1A,Mady.Han@ican-school.com
Nikki,Celestine,GProgramming,Lyon,2A,Nikki.Celestine@ican-school.com
Lindie,Wallis,GProgramming,Lyon,1A,Lindie.Wallis@ican-school.com
Ronna,Santoro,Communication,Lyon,1A,Ronna.Santoro@ican-school.com
Taffy,Afton,Narrative Design,Lyon,M1,Taffy.Afton@ican-school.com
Evaleen,Giule,Communication,Lyon,M2,Evaleen.Giule@ican-school.com
Janis,Bryna,Concept Art,Lyon,3A,Janis.Bryna@ican-school.com
Janeczka,Artie,GArt,Lyon,2A,Janeczka.Artie@ican-school.com
Gale,Lindemann,Communication,Lyon,M1,Gale.Lindemann@ican-school.com
Charlena,Gert,Animation,Lyon,1A,Charlena.Gert@ican-school.com
Henriette,Cutlerr,Narrative Design,Lyon,M1,Henriette.Cutlerr@ican-school.com
Lonnie,Couture,GDesign,Lyon,2A,Lonnie.Couture@ican-school.com
Bobbi,Gilmour,Animation,Lyon,M2,Bobbi.Gilmour@ican-school.com
Frances,Amand,GProgramming,Lyon,2A,Frances.Amand@ican-school.com
Cindelyn,Krystle,Narrative Design,Lyon,3A,Cindelyn.Krystle@ican-school.com
Zsa Zsa,Tryck,GProgramming,Lyon,3A,Zsa Zsa.Tryck@ican-school.com
Lizzie,Pauly,Narrative Design,Lyon,M1,Lizzie.Pauly@ican-school.com
Katleen,Winnick,GDesign,Lyon,3A,Katleen.Winnick@ican-school.com
Micheline,Zuzana,GProgramming,Lyon,M1,Micheline.Zuzana@ican-school.com
Raf,Paton,Concept Art,Lyon,1A,Raf.Paton@ican-school.com
Imojean,August,Narrative Design,Lyon,M2,Imojean.August@ican-school.com
Gabriellia,Ricki,Narrative Design,Lyon,M2,Gabriellia.Ricki@ican-school.com
Hayley,Wesle,GDesign,Lyon,3A,Hayley.Wesle@ican-school.com
Michaelina,Emerson,GProgramming,Lyon,M2,Michaelina.Emerson@ican-school.com
Olivette,Sinegold,GDesign,Lyon,1A,Olivette.Sinegold@ican-school.com
Suzette,Plato,Communication,Lyon,3A,Suzette.Plato@ican-school.com
Mignon,Hutchison,Concept Art,Lyon,2A,Mignon.Hutchison@ican-school.com
Tori,Kauppi,GProgramming,Lyon,1A,Tori.Kauppi@ican-school.com
Ardenia,Delila,GArt,Lyon,M1,Ardenia.Delila@ican-school.com
Cristine,Alarise,Communication,Lyon,M1,Cristine.Alarise@ican-school.com
Aurelie,Remmer,Concept Art,Lyon,3A,Aurelie.Remmer@ican-school.com
Lynde,Rurik,Narrative Design,Lyon,M2,Lynde.Rurik@ican-school.com
Lexine,Camden,Concept Art,Lyon,1A,Lexine.Camden@ican-school.com
Antonietta,Nea,Communication,Lyon,M1,Antonietta.Nea@ican-school.com
Nananne,Allare,Concept Art,Lyon,3A,Nananne.Allare@ican-school.com
Ericka,Rogerio,Animation,Lyon,3A,Ericka.Rogerio@ican-school.com
Lusa,Korey,GArt,Lyon,2A,Lusa.Korey@ican-school.com
Stephanie,Jeanne,Animation,Lyon,3A,Stephanie.Jeanne@ican-school.com
Delilah,Seligman,Narrative Design,Lyon,M1,Delilah.Seligman@ican-school.com
Elena,Hamil,Communication,Lyon,3A,Elena.Hamil@ican-school.com
Tobe,Amethist,GArt,Lyon,M1,Tobe.Amethist@ican-school.com
Jillayne,Lewes,GProgramming,Lyon,3A,Jillayne.Lewes@ican-school.com
Aeriela,Fulmer,Communication,Lyon,M1,Aeriela.Fulmer@ican-school.com
Perry,Marlie,Communication,Lyon,M1,Perry.Marlie@ican-school.com
Lynde,Burch,GDesign,Lyon,M1,Lynde.Burch@ican-school.com
Marleah,Ephrem,Communication,Lyon,M1,Marleah.Ephrem@ican-school.com
Dotty,Mata,GDesign,Lyon,2A,Dotty.Mata@ican-school.com
Agathe,Juliet,GProgramming,Lyon,M2,Agathe.Juliet@ican-school.com
Minne,Toni,Narrative Design,Lyon,M1,Minne.Toni@ican-school.com
Ida,Karna,Animation,Lyon,2A,Ida.Karna@ican-school.com
Gianina,Grobe,Narrative Design,Lyon,3A,Gianina.Grobe@ican-school.com
Nicoli,Cookie,Narrative Design,Lyon,1A,Nicoli.Cookie@ican-school.com
Karly,Narton,GArt,Lyon,M2,Karly.Narton@ican-school.com
Liana,Radu,GDesign,Lyon,M1,Liana.Radu@ican-school.com
Tierney,Redmond,Concept Art,Lyon,3A,Tierney.Redmond@ican-school.com
Britte,Gaal,Concept Art,Lyon,1A,Britte.Gaal@ican-school.com
Alie,Jotham,Communication,Lyon,M2,Alie.Jotham@ican-school.com
Ericka,Lalitta,Concept Art,Lyon,M1,Ericka.Lalitta@ican-school.com
Ileana,Gavrila,Communication,Lyon,1A,Ileana.Gavrila@ican-school.com
Odessa,Bebe,GProgramming,Lyon,2A,Odessa.Bebe@ican-school.com
Alia,Nikaniki,Narrative Design,Lyon,M2,Alia.Nikaniki@ican-school.com
Ida,Couture,GProgramming,Lyon,M2,Ida.Couture@ican-school.com
Kerrin,Martsen,Narrative Design,Lyon,2A,Kerrin.Martsen@ican-school.com
Elka,Diogenes,Communication,Lyon,M2,Elka.Diogenes@ican-school.com
Bettine,Liebermann,GDesign,Lyon,M2,Bettine.Liebermann@ican-school.com
Mahalia,Gilbertson,GProgramming,Lyon,M1,Mahalia.Gilbertson@ican-school.com
Viviene,Arathorn,GArt,Lyon,M1,Viviene.Arathorn@ican-school.com
Lacie,Arley,GProgramming,Lyon,1A,Lacie.Arley@ican-school.com
Claresta,Lissi,Communication,Lyon,1A,Claresta.Lissi@ican-school.com
Lanna,Croix,GArt,Lyon,M1,Lanna.Croix@ican-school.com
Marleah,Truc,GArt,Lyon,M1,Marleah.Truc@ican-school.com
Bobbi,Angelis,GProgramming,Lyon,3A,Bobbi.Angelis@ican-school.com
Augustine,Damarra,Animation,Lyon,3A,Augustine.Damarra@ican-school.com
Ulrike,Sundin,GDesign,Lyon,M2,Ulrike.Sundin@ican-school.com
Reeba,Markman,Concept Art,Lyon,3A,Reeba.Markman@ican-school.com
Kirstin,Millda,GProgramming,Lyon,2A,Kirstin.Millda@ican-school.com
Andeee,Papageno,Communication,Lyon,3A,Andeee.Papageno@ican-school.com
Sophia,Burnside,GArt,Lyon,M1,Sophia.Burnside@ican-school.com
Jemie,Edvard,GDesign,Lyon,1A,Jemie.Edvard@ican-school.com
Libbie,Hathaway,Communication,Lyon,M1,Libbie.Hathaway@ican-school.com
Consuela,Merriott,Communication,Lyon,M1,Consuela.Merriott@ican-school.com
Priscilla,Noam,Animation,Lyon,2A,Priscilla.Noam@ican-school.com
Catharine,Larochelle,Concept Art,Lyon,3A,Catharine.Larochelle@ican-school.com
Ricky,Bury,Animation,Lyon,3A,Ricky.Bury@ican-school.com
Wilma,Bertold,Communication,Lyon,1A,Wilma.Bertold@ican-school.com
Therine,Sheng,GArt,Lyon,2A,Therine.Sheng@ican-school.com
Sibella,Blake,GArt,Lyon,M1,Sibella.Blake@ican-school.com
Fredericka,Keelia,Animation,Lyon,M2,Fredericka.Keelia@ican-school.com
Edith,Jacqui,GArt,Lyon,1A,Edith.Jacqui@ican-school.com
Brana,Tjon,Narrative Design,Lyon,1A,Brana.Tjon@ican-school.com
Taffy,Reneta,Animation,Lyon,M1,Taffy.Reneta@ican-school.com
Ricky,Kenwood,GDesign,Lyon,M2,Ricky.Kenwood@ican-school.com
Estell,Presber,GArt,Lyon,M2,Estell.Presber@ican-school.com
Kaja,Hubert,GProgramming,Lyon,2A,Kaja.Hubert@ican-school.com
Susette,Geffner,GDesign,Lyon,3A,Susette.Geffner@ican-school.com
Paulita,Fink,Narrative Design,Lyon,M1,Paulita.Fink@ican-school.com
Tobe,Burch,Communication,Lyon,3A,Tobe.Burch@ican-school.com
Fidelia,Plato,Animation,Lyon,M1,Fidelia.Plato@ican-school.com
Mignon,Prouty,Animation,Lyon,M2,Mignon.Prouty@ican-school.com
Annaliese,Loleta,GArt,Lyon,M1,Annaliese.Loleta@ican-school.com
Mathilda,Jary,GProgramming,Lyon,2A,Mathilda.Jary@ican-school.com
Fredericka,Tayib,GArt,Lyon,1A,Fredericka.Tayib@ican-school.com
Sheelagh,Evvie,Narrative Design,Lyon,1A,Sheelagh.Evvie@ican-school.com
Adore,MacIntosh,Communication,Lyon,1A,Adore.MacIntosh@ican-school.com
Celisse,Laverne,GProgramming,Lyon,M2,Celisse.Laverne@ican-school.com
Kamilah,Wooster,Communication,Lyon,1A,Kamilah.Wooster@ican-school.com
Darlleen,Warthman,Animation,Lyon,1A,Darlleen.Warthman@ican-school.com
June,Rosemary,GDesign,Lyon,1A,June.Rosemary@ican-school.com
Rani,Creamer,GProgramming,Lyon,2A,Rani.Creamer@ican-school.com
Nonnah,Hanleigh,Communication,Lyon,2A,Nonnah.Hanleigh@ican-school.com
Nita,Ventre,GDesign,Lyon,1A,Nita.Ventre@ican-school.com
Carolina,Jillane,Narrative Design,Lyon,1A,Carolina.Jillane@ican-school.com
Elise,Ioab,Concept Art,Lyon,2A,Elise.Ioab@ican-school.com
Clo,Gwenore,Narrative Design,Lyon,M2,Clo.Gwenore@ican-school.com
Constance,Breed,GDesign,Lyon,M1,Constance.Breed@ican-school.com
Meghann,Even,Narrative Design,Lyon,1A,Meghann.Even@ican-school.com
Donetta,Skurnik,GArt,Lyon,M1,Donetta.Skurnik@ican-school.com
Maisey,Rustice,GDesign,Lyon,M2,Maisey.Rustice@ican-school.com
